,Unnamed: 0,formatted_address,Address,latitude,longitude,License_Type,Entity_Name,Trade_Name,Concate
1329,248,"2255 S Kalamath St, Denver, CO 80223, USA",2255 S KALAMATH ST DENVER CO,39.675793,-105.0010915,Med Marijuana Opt Prem Cultiv,CONNOISSEURS GENETICS & CONCENTRATES,,Med Marijuana Opt Prem Cultiv-CONNOISSEURS GENETICS & CONCENTRATES
1336,252,"1285 W Byers Pl, Denver, CO 80223, USA",1285 W BYERS PL DENVER CO,39.7123649,-105.0034961,Retail Marij Opt. Prem. Cultiv,"MMST, LLC",PHRESH CANNABIS COLORADO,"Retail Marij Opt. Prem. Cultiv-MMST, LLC"
1337,253,"879 N Federal Blvd, Denver, CO 80204, USA",879 N Federal Blvd Denver CO,39.7329738,-105.0251809,Med Marijuana Test Facility,"PHYTATECH CO, LLC",,"Med Marijuana Test Facility-PHYTATECH CO, LLC"
1338,256,"1155 S Cherokee St, Denver, CO 80223, USA",1155 S CHEROKEE ST DENVER CO,39.6955928,-104.991428,Retail Marijuana Inf Prod Mfg,"MMJ CHEROKEE, LLC",MMJ AMERICA CHEROKEE,"Retail Marijuana Inf Prod Mfg-MMJ CHEROKEE, LLC"
1339,256,"1155 S Cherokee St, Denver, CO 80223, USA",1155 S CHEROKEE ST DENVER CO,39.6955928,-104.991428,Med Marijuana Inf Prod Manuf,"MMJ CHEROKEE, LLC",MMJ AMERICA CHEROKEE,"Med Marijuana Inf Prod Manuf-MMJ CHEROKEE, LLC"
1340,256,"1155 S Cherokee St, Denver, CO 80223, USA",1155 S CHEROKEE ST DENVER CO,39.6955928,-104.991428,Med Marijuana Opt Prem Cultiv,"MMJ CHEROKEE, LLC",MMJ AMERICA CHEROKEE,"Med Marijuana Opt Prem Cultiv-MMJ CHEROKEE, LLC"
1341,256,"1155 S Cherokee St, Denver, CO 80223, USA",1155 S CHEROKEE ST DENVER CO,39.6955928,-104.991428,Medical Marijuana Center,"MMJ CHEROKEE, LLC",MMJ AMERICA CHEROKEE,"Medical Marijuana Center-MMJ CHEROKEE, LLC"
1354,257,"4705 Oakland St, Denver, CO 80239, USA",4705 N OAKLAND ST DENVER CO,39.7826885,-104.8512081,Retail Marij Opt. Prem. Cultiv,"CARRICK-HARVEST, LLC",VERITAS FINE CANNABIS,"Retail Marij Opt. Prem. Cultiv-CARRICK-HARVEST, LLC"
1355,258,"4620 Peoria St, Denver, CO 80239, USA",4620 N PEORIA ST DENVER CO,39.7802847,-104.8459408,Retail Marijuana Store,"GOLDEN MEDS, INC","GM ENTERPRISE, INC.","Retail Marijuana Store-GOLDEN MEDS, INC"
1356,258,"4620 Peoria St, Denver, CO 80239, USA",4620 N PEORIA ST DENVER CO,39.7802847,-104.8459408,Medical Marijuana Center,"GOLDEN MEDS, INC","GM ENTERPRISE, INC.","Medical Marijuana Center-GOLDEN MEDS, INC"
1360,260,"1909 S Broadway, Denver, CO 80210, USA",1909 S BROADWAY  DENVER CO,39.681847,-104.98788,Medical Marijuana Center,"BK HOLDINGS, LLC",THE HERBAL CENTER,"Medical Marijuana Center-BK HOLDINGS, LLC"
1361,260,"1909 S Broadway, Denver, CO 80210, USA",1909 S BROADWAY  DENVER CO,39.681847,-104.98788,Retail Marijuana Store,"BK HOLDINGS, LLC",THE HERBAL CENTER,"Retail Marijuana Store-BK HOLDINGS, LLC"
1364,262,"1630 N Federal Blvd, Denver, CO 80204, USA",1630 N FEDERAL BLVD DENVER CO,39.7429209,-105.0249842,Retail Marijuana Store,"MILE HIGH MEDICAL CANNABIS, LLC",LIT,"Retail Marijuana Store-MILE HIGH MEDICAL CANNABIS, LLC"
1365,269,"5070 Oakland St, Denver, CO 80239, USA",5070 N OAKLAND ST DENVER CO,39.7897595,-104.8501135,Med Marijuana Opt Prem Cultiv,"LBW CONSULTING, GROUP,LLC",,"Med Marijuana Opt Prem Cultiv-LBW CONSULTING, GROUP,LLC"
1366,269,"5070 Oakland St, Denver, CO 80239, USA",5070 N OAKLAND ST DENVER CO,39.7897595,-104.8501135,Medical Marijuana Center,"LBW CONSULTING GROUP, LLC",,"Medical Marijuana Center-LBW CONSULTING GROUP, LLC"
1367,269,"5070 Oakland St, Denver, CO 80239, USA",5070 N OAKLAND ST DENVER CO,39.7897595,-104.8501135,Retail Marij Opt. Prem. Cultiv,"LBW CONSULTING GROUP, LLC",,"Retail Marij Opt. Prem. Cultiv-LBW CONSULTING GROUP, LLC"
1368,269,"5070 Oakland St, Denver, CO 80239, USA",5070 N OAKLAND ST DENVER CO,39.7897595,-104.8501135,Med Marijuana Inf Prod Manuf,"LBW CONSULTING GROUP, LLC",,"Med Marijuana Inf Prod Manuf-LBW CONSULTING GROUP, LLC"
1381,270,"795 S Jason St, Denver, CO 80223, USA",795 S JASON ST DENVER CO,39.7022992,-104.9997221,Retail Marij Opt. Prem. Cultiv,ROOTS MANAGEMENT LLC,,Retail Marij Opt. Prem. Cultiv-ROOTS MANAGEMENT LLC
1382,272,"1810 S Broadway, Denver, CO 80210, USA",1810 S Broadway  Denver CO,39.6837002,-104.9872836,Medical Marijuana Center,"GANJA GOURMET, LLC",GANJA GOURMET,"Medical Marijuana Center-GANJA GOURMET, LLC"
1383,273,"4394 Grape St, Denver, CO 80216, USA",4394 N GRAPE ST DENVER CO,39.7779764,-104.92403,Med Marijuana Opt Prem Cultiv,"THE GREEN SOLUTION, LLC",,"Med Marijuana Opt Prem Cultiv-THE GREEN SOLUTION, LLC"
1384,273,"4394 Grape St, Denver, CO 80216, USA",4394 N GRAPE ST DENVER CO,39.7779764,-104.92403,Retail Marij Opt. Prem. Cultiv,"THE GREEN SOLUTION, LLC",,"Retail Marij Opt. Prem. Cultiv-THE GREEN SOLUTION, LLC"
1387,274,"1620 Market St, Denver, CO 80202, USA",1620  Market  Denver CO,39.7500198,-104.9975995,Retail Marijuana Store,"DJR COLORADO, LLC",,"Retail Marijuana Store-DJR COLORADO, LLC"
1388,277,"762 Kalamath St, Denver, CO 80204, USA",762 N KALAMATH ST DENVER CO,39.7285232,-104.9998349,Medical Marijuana Center,ALLGREENS LLC,,Medical Marijuana Center-ALLGREENS LLC
1392,278,"6625 Leetsdale Dr, Denver, CO 80224, USA",6625  LEETSDALE DR DENVER CO,39.7021665,-104.9112814,Medical Marijuana Center,UNIQUEITMINDS INC,CHRONORADO MEDICAL,Medical Marijuana Center-UNIQUEITMINDS INC
1393,279,"4801 W Colfax Ave, Denver, CO 80204, USA",4801 W COLFAX AVE DENVER CO,39.7406446,-105.0489606,Medical Marijuana Center,"CANNABIS FOR HEALTH, LLC",PIG N' WHISTLE,"Medical Marijuana Center-CANNABIS FOR HEALTH, LLC"
1394,279,"4801 W Colfax Ave, Denver, CO 80204, USA",4801 W COLFAX AVE DENVER CO,39.7406446,-105.0489606,Retail Marijuana Store,"CANNABIS FOR HEALTH, LLC",PIG N' WHISTLE,"Retail Marijuana Store-CANNABIS FOR HEALTH, LLC"
1397,280,"4575 Joliet St, Denver, CO 80239, USA",4575 N JOLIET ST DENVER CO,39.7802395,-104.8618344,Med Marijuana Opt Prem Cultiv,LITTLE GREEN PHARMACY INC,,Med Marijuana Opt Prem Cultiv-LITTLE GREEN PHARMACY INC
1398,281,"1660 E 40th Ave, Denver, CO 80205, USA",1660 E 40TH AVE DENVER CO,39.7727231,-104.9673156,Med Marijuana Opt Prem Cultiv,"GREEN KIWI 2, LLC",LIVWELL,"Med Marijuana Opt Prem Cultiv-GREEN KIWI 2, LLC"
1399,281,"1660 E 40th Ave, Denver, CO 80205, USA",1660 E 40TH AVE DENVER CO,39.7727231,-104.9673156,Retail Marij Opt. Prem. Cultiv,"GREEN KIWI 2, LLC",LIVWELL,"Retail Marij Opt. Prem. Cultiv-GREEN KIWI 2, LLC"
1402,283,"3960 Grape St, Denver, CO 80207, USA",3960 N Grape  Denver CO,39.77263,-104.9242387,Retail Marijuana Test Facility,NORDIC ANALYTICAL LABORATORIES LLC,,Retail Marijuana Test Facility-NORDIC ANALYTICAL LABORATORIES LLC
1403,284,"1617 Wazee St, Denver, CO 80202, USA",1617  WAZEE ST DENVER CO,39.7517438,-104.9999047,Retail Marij Opt. Prem. Cultiv,"1617 WAZEE STREET, LLC",LODO WELLNESS CENTER,"Retail Marij Opt. Prem. Cultiv-1617 WAZEE STREET, LLC"
1404,284,"1617 Wazee St, Denver, CO 80202, USA",1617  WAZEE ST DENVER CO,39.7517438,-104.9999047,Retail Marijuana Store,"1617 WAZEE STREET, LLC",LODO WELLNESS CENTER,"Retail Marijuana Store-1617 WAZEE STREET, LLC"
1405,284,"1617 Wazee St, Denver, CO 80202, USA",1617  WAZEE ST DENVER CO,39.7517438,-104.9999047,Med Marijuana Opt Prem Cultiv,"1617 WAZEE STREET, LLC",LODO WELLNESS CENTER,"Med Marijuana Opt Prem Cultiv-1617 WAZEE STREET, LLC"
1412,285,"1285 S Bannock St, Denver, CO 80223, USA",1285 S BANNOCK ST DENVER CO,39.6932377,-104.9904579,Med Marijuana Opt Prem Cultiv,"HIGHLINE ANALYTICAL INDUSTRIES, LLC",HONEYBEAR LABS,"Med Marijuana Opt Prem Cultiv-HIGHLINE ANALYTICAL INDUSTRIES, LLC"
1413,285,"1285 S Bannock St, Denver, CO 80223, USA",1285 S BANNOCK ST DENVER CO,39.6932377,-104.9904579,Med Marijuana Inf Prod Manuf,HIGHLINE ANALYTICAL INDUSTRIES LLC,HONEYBEAR LABS,Med Marijuana Inf Prod Manuf-HIGHLINE ANALYTICAL INDUSTRIES LLC
1416,288,"54 Lipan St, Denver, CO 80223, USA",54 N LIPAN ST DENVER CO,39.7176625,-105.0012285,Retail Marij Opt. Prem. Cultiv,"MILE HIGH DISPENSARY, LLC",MILE HIGH DISPENSARY,"Retail Marij Opt. Prem. Cultiv-MILE HIGH DISPENSARY, LLC"
1417,289,"1321 Elati St, Denver, CO 80204, USA",1321 N ELATI ST DENVER CO,39.7372891,-104.9944043,Medical Marijuana Center,"5280 WELLNESS, LLC",MMJ AMERICA GOLDEN TRIANGLE,"Medical Marijuana Center-5280 WELLNESS, LLC"
1418,290,"3054 Larimer St, Denver, CO 80205, USA",3054  LARIMER ST DENVER CO,39.7629004,-104.979376,Retail Marijuana Store,BOTANICO INC,,Retail Marijuana Store-BOTANICO INC
1419,292,"2070 S Huron St, Denver, CO 80223, USA",2070 S HURON ST DENVER CO,39.6789931,-104.9970328,Retail Marijuana Store,THE OUNCE DEPOT LLC,THE FARMERS MARKET,Retail Marijuana Store-THE OUNCE DEPOT LLC
1420,294,"4645 Joliet St, Denver, CO 80239, USA",4645 N Joliet  Denver CO,39.7809934,-104.8617888,Retail Marijuana Inf Prod Mfg,"434 GROUP, LLC",VIOLA'S EXTRACTS,"Retail Marijuana Inf Prod Mfg-434 GROUP, LLC"
1421,294,"4645 Joliet St, Denver, CO 80239, USA",4645 N Joliet  Denver CO,39.7809934,-104.8617888,Retail Marij Opt. Prem. Cultiv,"VIOLA, INC",VIOLA'S EXTRACTS,"Retail Marij Opt. Prem. Cultiv-VIOLA, INC"
1424,298,"1133 Bannock St, Denver, CO 80204, USA",1133 N BANNOCK ST DENVER CO,39.7344405,-104.9906157,Medical Marijuana Center,"COLORADO CANNABIS COMPANY, LLC",PURE MEDICAL DISPENSARY,"Medical Marijuana Center-COLORADO CANNABIS COMPANY, LLC"
1425,299,"11122 E 47th Ave, Denver, CO 80239, USA",11122 E 47TH AVE DENVER CO,39.7821089,-104.8583682,Med Marijuana Opt Prem Cultiv,"PERSONALIZED ORGANIC TREATMENTS, LLC",,"Med Marijuana Opt Prem Cultiv-PERSONALIZED ORGANIC TREATMENTS, LLC"
1426,301,"4237 Josephine St, Denver, CO 80216, USA",4237 N JOSEPHINE ST DENVER CO,39.7758136,-104.9584782,Retail Marij Opt. Prem. Cultiv,"EJB VENTURES, LLC",HARMONY EXTRACTS,"Retail Marij Opt. Prem. Cultiv-EJB VENTURES, LLC"
1427,301,"4237 Josephine St, Denver, CO 80216, USA",4237 N JOSEPHINE ST DENVER CO,39.7758136,-104.9584782,Med Marijuana Opt Prem Cultiv,"EJB VENTURES, LLC",HARMONY EXTRACTS,"Med Marijuana Opt Prem Cultiv-EJB VENTURES, LLC"
1430,302,"5227 Monroe St, Denver, CO 80216, USA",5227 N MONROE ST DENVER CO,39.791794,-104.9455413,Med Marijuana Opt Prem Cultiv,ZENGOLDS LLC,,Med Marijuana Opt Prem Cultiv-ZENGOLDS LLC
1431,305,"6666 E Stapleton Dr S, Denver, CO 80216, USA",6666 E Stapleton South DR Denver CO,39.777668,-104.9113581,Medical Marijuana Center,KAZIMER LLC,ROCKY MOUNTAIN HIGH,Medical Marijuana Center-KAZIMER LLC
1432,305,"6666 E Stapleton Dr S, Denver, CO 80216, USA",6666 E Stapleton South DR Denver CO,39.777668,-104.9113581,Retail Marijuana Store,KAZIMER LLC,BUD CELLAR,Retail Marijuana Store-KAZIMER LLC
1433,305,"6666 E Stapleton Dr S, Denver, CO 80216, USA",6666 E Stapleton South DR Denver CO,39.777668,-104.9113581,Retail Marij Opt. Prem. Cultiv,"COMPASSIONATE CARE GIVERS, INC.",,"Retail Marij Opt. Prem. Cultiv-COMPASSIONATE CARE GIVERS, INC."
1444,307,"3944 N High St, Denver, CO 80205, USA",3944 N HIGH ST DENVER CO,39.7720155,-104.9644632,Retail Marijuana Store,KTA LLC,THE LODGE,Retail Marijuana Store-KTA LLC
1445,307,"3944 N High St, Denver, CO 80205, USA",3944 N HIGH ST DENVER CO,39.7720155,-104.9644632,Medical Marijuana Center,KTA LLC,THE LODGE,Medical Marijuana Center-KTA LLC
1448,308,"4640 Ironton St, Denver, CO 80239, USA",4640 N Ironton St Denver CO,39.7811893,-104.862701,Retail Marij Opt. Prem. Cultiv,SUNHOUSE COLORADO LLC,SUNHOUSE,Retail Marij Opt. Prem. Cultiv-SUNHOUSE COLORADO LLC
1450,311,"4990 Oakland St, Denver, CO 80239, USA",4990 N OAKLAND ST DENVER CO,39.788185,-104.8501135,Retail Marijuana Inf Prod Mfg,"LEFT BANK, LLC",DIXIE ELIXIRS,"Retail Marijuana Inf Prod Mfg-LEFT BANK, LLC"
1451,311,"4990 Oakland St, Denver, CO 80239, USA",4990 N OAKLAND ST DENVER CO,39.788185,-104.8501135,Med Marijuana Inf Prod Manuf,"LEFT BANK, LLC","DIXIE ELIXIRS, LLC","Med Marijuana Inf Prod Manuf-LEFT BANK, LLC"
1454,314,"5300 Joliet St, Denver, CO 80239, USA",5300  JOLIET ST Denver CO,39.7937422,-104.8609222,Retail Marij Opt. Prem. Cultiv,JS INVESTMENTS LLC,EUFLORA,Retail Marij Opt. Prem. Cultiv-JS INVESTMENTS LLC
1455,315,"2042 Arapahoe St, Denver, CO 80205, USA",2042  ARAPAHOE ST DENVER CO,39.752125,-104.989891,Retail Marijuana Store,"MILE HIGH MEDICAL, LLC",MMJ AMERICA UPTOWN,"Retail Marijuana Store-MILE HIGH MEDICAL, LLC"
1456,315,"2042 Arapahoe St, Denver, CO 80205, USA",2042  ARAPAHOE ST DENVER CO,39.752125,-104.989891,Medical Marijuana Center,"MILE HIGH MEDICAL, LLC",MMJ AMERICA UPTOWN,"Medical Marijuana Center-MILE HIGH MEDICAL, LLC"
1459,316,"505 W 40th Ave, Denver, CO 80216, USA",505 W 40TH AVE DENVER CO,39.7720552,-104.9939362,Retail Marijuana Store,"505 CENTER, LLC",PURE MEDICAL DISPENSARY,"Retail Marijuana Store-505 CENTER, LLC"
1460,316,"505 W 40th Ave, Denver, CO 80216, USA",505 W 40TH AVE DENVER CO,39.7720552,-104.9939362,Medical Marijuana Center,"505 CENTER, LLC",PURE MEDICAL DISPENSARY,"Medical Marijuana Center-505 CENTER, LLC"
1463,317,"N Mariposa St, Denver, CO, USA",121 N MARIPOSA ST DENVER CO,39.9363392,-105.00246,Retail Marijuana Inf Prod Mfg,"EJB VENTURES, LLC",HARMONY EXTRACTS,"Retail Marijuana Inf Prod Mfg-EJB VENTURES, LLC"
1465,317,"N Mariposa St, Denver, CO, USA",121 N MARIPOSA ST DENVER CO,39.9363392,-105.00246,Med Marijuana Inf Prod Manuf,"EJB VENTURES, LLC",HARMONY EXTRACTS,"Med Marijuana Inf Prod Manuf-EJB VENTURES, LLC"
1472,318,"3100 Blake St, Denver, CO 80205, USA",3100  BLAKE ST DENVER CO,39.764527,-104.9805513,Medical Marijuana Center,"RINO SUPPLY CO, INC.",,"Medical Marijuana Center-RINO SUPPLY CO, INC."
1473,319,"4765 Oakland St, Denver, CO 80239, USA",4765 N OAKLAND ST DENVER CO,39.7837908,-104.8512081,Med Marijuana Opt Prem Cultiv,TRILL THERAPEUTICS LLC,TRILL ALTERNATIVES,Med Marijuana Opt Prem Cultiv-TRILL THERAPEUTICS LLC
1474,320,"130 Lipan St, Denver, CO 80223, USA",130 N Lipan  Denver CO,39.7190472,-105.0011828,Retail Marij Opt. Prem. Cultiv,"KPST, LLC",5 BUDS,"Retail Marij Opt. Prem. Cultiv-KPST, LLC"
1475,322,"2160 S Lipan St, Denver, CO 80223, USA",2160 S LIPAN ST DENVER CO,39.6773216,-105.0014567,Med Marijuana Opt Prem Cultiv,SIMPLY PURE EDIBLES COLORADO LLC,SIMPLY PURE EDIBLES COLORADO,Med Marijuana Opt Prem Cultiv-SIMPLY PURE EDIBLES COLORADO LLC
1476,322,"2160 S Lipan St, Denver, CO 80223, USA",2160 S LIPAN ST DENVER CO,39.6773216,-105.0014567,Med Marijuana Inf Prod Manuf,SIMPLY PURE EDIBLES COLORADO LLC,SIMPLY PURE EDIBLES,Med Marijuana Inf Prod Manuf-SIMPLY PURE EDIBLES COLORADO LLC
1477,322,"2160 S Lipan St, Denver, CO 80223, USA",2160 S LIPAN ST DENVER CO,39.6773216,-105.0014567,Medical Marijuana Center,SIMPLY PURE EDIBLES COLORADO LLC,SIMPLY PURE EDIBLES,Medical Marijuana Center-SIMPLY PURE EDIBLES COLORADO LLC
1484,324,"5077 N Xenia St, Denver, CO 80238, USA",5077 N COLORADO BLVD DENVER CO,39.7902637,-104.8860857,Retail Marij Opt. Prem. Cultiv,GOLDEN MEDS INC,"GM ENTERPRISE, INC",Retail Marij Opt. Prem. Cultiv-GOLDEN MEDS INC
1485,324,"5077 N Xenia St, Denver, CO 80238, USA",5077 N COLORADO BLVD DENVER CO,39.7902637,-104.8860857,Med Marijuana Opt Prem Cultiv,"GOLDEN MEDS, INC","GM ENTERPRISE, INC.","Med Marijuana Opt Prem Cultiv-GOLDEN MEDS, INC"
1488,325,"505 W 40th Ave, Denver, CO 80216, USA",505 W 40th AVE Denver CO,39.7720552,-104.9939362,Med Marijuana Inf Prod Manuf,"COLORADO CANNABIS COMPANY, LLC",PURE MEDICAL DISPENSARY,"Med Marijuana Inf Prod Manuf-COLORADO CANNABIS COMPANY, LLC"
1489,325,"505 W 40th Ave, Denver, CO 80216, USA",505 W 40th AVE Denver CO,39.7720552,-104.9939362,Retail Marijuana Inf Prod Mfg,"COLORADO CANNABIS COMPANY, LLC",PURE MEDICAL DISPENSARY,"Retail Marijuana Inf Prod Mfg-COLORADO CANNABIS COMPANY, LLC"
1493,331,"4975 N Vasquez Blvd, Denver, CO 80216, USA",4975 N VASQUEZ BLVD DENVER CO,39.786831,-104.946158,Retail Marijuana Store,"DENVER DISPENSARY, LLC","DENVER DISPENSARY, LLC","Retail Marijuana Store-DENVER DISPENSARY, LLC"
1494,331,"4975 N Vasquez Blvd, Denver, CO 80216, USA",4975 N VASQUEZ BLVD DENVER CO,39.786831,-104.946158,Retail Marij Opt. Prem. Cultiv,"THE DENVER DISPENSARY, LLC",DENVER DISPENSARY,"Retail Marij Opt. Prem. Cultiv-THE DENVER DISPENSARY, LLC"
1495,331,"4975 N Vasquez Blvd, Denver, CO 80216, USA",4975 N VASQUEZ BLVD DENVER CO,39.786831,-104.946158,Med Marijuana Opt Prem Cultiv,"DENVER DISPENSARY, LLC",DENVER DISPENSARY LLC,"Med Marijuana Opt Prem Cultiv-DENVER DISPENSARY, LLC"
1496,331,"4975 N Vasquez Blvd, Denver, CO 80216, USA",4975 N VASQUEZ BLVD DENVER CO,39.786831,-104.946158,Medical Marijuana Center,"DENVER DISPENSARY, LLC",DENVER DISPENSARY,"Medical Marijuana Center-DENVER DISPENSARY, LLC"
1509,332,"3899 Quentin St, Denver, CO 80239, USA",3899 N Quentin St Denver CO,39.7707621,-104.8451427,Retail Marijuana Store,ASPEN FOREST LLC,MARY JANE'S HOUSE,Retail Marijuana Store-ASPEN FOREST LLC
1510,332,"3899 Quentin St, Denver, CO 80239, USA",3899 N Quentin St Denver CO,39.7707621,-104.8451427,Retail Marij Opt. Prem. Cultiv,ASPEN FOREST LLC,MARY JANE'S HOUSE,Retail Marij Opt. Prem. Cultiv-ASPEN FOREST LLC
1513,333,"2949 W Alameda Ave, Denver, CO 80219, USA",2949 W ALAMEDA AVE DENVER CO,39.7114875,-105.024465,Medical Marijuana Center,"ROYAL ASSET MANAGEMENT, LLC",DIEGO PELLICER,"Medical Marijuana Center-ROYAL ASSET MANAGEMENT, LLC"
1514,333,"2949 W Alameda Ave, Denver, CO 80219, USA",2949 W ALAMEDA AVE DENVER CO,39.7114875,-105.024465,Retail Marijuana Store,"ROYAL ASSET MANAGEMENT, LLC",DIEGO PELLICER,"Retail Marijuana Store-ROYAL ASSET MANAGEMENT, LLC"
1517,334,"3104 Blake St, Denver, CO 80205, USA",3104  BLAKE ST DENVER CO,39.7646708,-104.98059,Med Marijuana Opt Prem Cultiv,"PLATTE VALLEY DISPENSARY, LLC",PLATTE VALLEY DISPENSARY,"Med Marijuana Opt Prem Cultiv-PLATTE VALLEY DISPENSARY, LLC"
1518,334,"3104 Blake St, Denver, CO 80205, USA",3104  BLAKE ST DENVER CO,39.7646708,-104.98059,Retail Marij Opt. Prem. Cultiv,"PLATTE VALLEY DISPENSARY, LLC",PLATTE VALLEY DISPENSARY,"Retail Marij Opt. Prem. Cultiv-PLATTE VALLEY DISPENSARY, LLC"
1521,335,"12555 E 37th Ave, Denver, CO 80239, USA",12555 E 37th  Denver CO,39.767932,-104.8411753,Med Marijuana Opt Prem Cultiv,"LITTLE MAN 55, LLC",,"Med Marijuana Opt Prem Cultiv-LITTLE MAN 55, LLC"
1523,340,"1001 S Galapago St, Denver, CO 80223, USA",1001 S GALAPAGO ST DENVER CO,39.6983121,-104.9958878,Retail Marijuana Test Facility,"AGRICOR LABORATORIES, LLC",,"Retail Marijuana Test Facility-AGRICOR LABORATORIES, LLC"
1524,340,"1001 S Galapago St, Denver, CO 80223, USA",1001 S GALAPAGO ST DENVER CO,39.6983121,-104.9958878,Med Marijuana Test Facility,"AGRICOR LABORATORIES, LLC",,"Med Marijuana Test Facility-AGRICOR LABORATORIES, LLC"
1527,343,"5475 Peoria St, Denver, CO 80239, USA",5475 N Peoria  Denver CO,39.7952228,-104.8486775,Retail Marij Opt. Prem. Cultiv,HADCAV ENTERPRISES INC.,PURE MEDICAL DISPENSARY,Retail Marij Opt. Prem. Cultiv-HADCAV ENTERPRISES INC.
1531,345,"1075 S Fox St, Denver, CO 80223, USA",1075 S FOX ST DENVER CO,39.6973864,-104.9948379,Medical Marijuana Center,D&D CONSULTING INC.,SOUTHWEST ALTERNATIVE CARE FOX ST,Medical Marijuana Center-D&D CONSULTING INC.
1532,345,"1075 S Fox St, Denver, CO 80223, USA",1075 S FOX ST DENVER CO,39.6973864,-104.9948379,Med Marijuana Opt Prem Cultiv,D&D CONSULTING INC.,SOUTHWEST ALTERNATIVE CARE FOX ST,Med Marijuana Opt Prem Cultiv-D&D CONSULTING INC.
1533,345,"1075 S Fox St, Denver, CO 80223, USA",1075 S FOX ST DENVER CO,39.6973864,-104.9948379,Retail Marijuana Store,D & D CONSULTING INC,SOUTHWEST ALTERNATIVE CARE FOX ST,Retail Marijuana Store-D & D CONSULTING INC
1534,345,"1075 S Fox St, Denver, CO 80223, USA",1075 S FOX ST DENVER CO,39.6973864,-104.9948379,Retail Marij Opt. Prem. Cultiv,D&D CONSULTING INC,SOUTHWEST ALTERNATIVE CARE FOX ST,Retail Marij Opt. Prem. Cultiv-D&D CONSULTING INC
1547,346,"1617 Wazee St, Denver, CO 80202, USA",1617  Wazee  Denver CO,39.7517438,-104.9999047,Medical Marijuana Center,1617 WAZEE STREET LLC,LODO WELLNESS CENTER,Medical Marijuana Center-1617 WAZEE STREET LLC
1548,348,"2121 S Jason St, Denver, CO 80223, USA",2121 S JASON ST DENVER CO,39.6776168,-104.9998134,Med Marijuana Inf Prod Manuf,"ALLIED CONCESSIONS GROUP, INC.",ORGANA LABS,"Med Marijuana Inf Prod Manuf-ALLIED CONCESSIONS GROUP, INC."
1549,349,"150 Rio Grande Blvd, Denver, CO 80223, USA",150 N RIO GRANDE BLVD DENVER CO,39.7190589,-105.0037848,Medical Marijuana Center,NEW AMSTERDAM ORGANICS LTD,NEW AMSTERDAM ORGANICS,Medical Marijuana Center-NEW AMSTERDAM ORGANICS LTD
1550,349,"150 Rio Grande Blvd, Denver, CO 80223, USA",150 N RIO GRANDE BLVD DENVER CO,39.7190589,-105.0037848,Med Marijuana Opt Prem Cultiv,NEW AMSTERDAM ORGANICS LTD,NEW AMSTERDAM ORGANICS,Med Marijuana Opt Prem Cultiv-NEW AMSTERDAM ORGANICS LTD
1553,350,"852 N Broadway, Denver, CO 80203, USA",852 N BROADWAY  DENVER CO,39.7300849,-104.9870776,Retail Marijuana Store,PG RETAIL I LLC,MILE HIGH GREEN CROSS,Retail Marijuana Store-PG RETAIL I LLC
1554,351,"5959 E 39th Ave, Denver, CO 80207, USA",5959 E 39TH AVE DENVER CO,39.7717463,-104.9192655,Med Marijuana Opt Prem Cultiv,"MJLQ, LLC",WHOLE MEDS,"Med Marijuana Opt Prem Cultiv-MJLQ, LLC"
1555,351,"5959 E 39th Ave, Denver, CO 80207, USA",5959 E 39TH AVE DENVER CO,39.7717463,-104.9192655,Med Marijuana Opt Prem Cultiv,"UNIVERSAL HERBS, LLC",UNIVERSAL HERBS,"Med Marijuana Opt Prem Cultiv-UNIVERSAL HERBS, LLC"
1556,351,"5959 E 39th Ave, Denver, CO 80207, USA",5959 E 39TH AVE DENVER CO,39.7717463,-104.9192655,Retail Marij Opt. Prem. Cultiv,M.J.L. Q LLC,WHOLE MEDS,Retail Marij Opt. Prem. Cultiv-M.J.L. Q LLC
1557,351,"5959 E 39th Ave, Denver, CO 80207, USA",5959 E 39TH AVE DENVER CO,39.7717463,-104.9192655,Retail Marij Opt. Prem. Cultiv,"UNIVERSAL HERBS, LLC",UNIVERSAL HERBS,"Retail Marij Opt. Prem. Cultiv-UNIVERSAL HERBS, LLC"
1570,352,"1568 S Federal Blvd, Denver, CO 80219, USA",1568 S FEDERAL BLVD DENVER CO,39.688358,-105.0246258,Retail Marijuana Store,"MILE HIGH THERAPEUTIC NETWORK, LLC",ALTITUDE WEST,"Retail Marijuana Store-MILE HIGH THERAPEUTIC NETWORK, LLC"
1571,354,"505 Bryant St, Denver, CO 80204, USA",505 N BRYANT ST DENVER CO,39.7241056,-105.0189866,Retail Marij Opt. Prem. Cultiv,GAS AND GRASS LLC,ROLLUP,Retail Marij Opt. Prem. Cultiv-GAS AND GRASS LLC
1572,354,"505 Bryant St, Denver, CO 80204, USA",505 N BRYANT ST DENVER CO,39.7241056,-105.0189866,Med Marijuana Opt Prem Cultiv,GAS AND GRASS LLC,ROLLUP,Med Marijuana Opt Prem Cultiv-GAS AND GRASS LLC
1575,356,"3954 N Williams St, Denver, CO 80205, USA",3954 N WILLIAMS ST DENVER CO,39.772388,-104.9656726,Retail Marijuana Store,MJM HOLDINGS LIMITED,STICKY FINGERZ,Retail Marijuana Store-MJM HOLDINGS LIMITED
